# Mass Radius Likelihood 
1.316478004749221498e+00 1.343751175177122192e+01 5.113250465192343072e-05
1.258987220430817011e+00 1.260734486393407394e+01 5.111079454751349350e-05
1.364165587341663155e+00 1.288638123035504890e+01 5.106247104895598538e-05
1.340883899509086596e+00 1.256497228569444502e+01 5.106704581421767173e-05
1.541433580510040091e+00 1.434165067493151113e+01 5.106275949735944014e-05
1.437517489950043803e+00 1.437761542559857730e+01 5.102693385741385228e-05
1.314091820830319612e+00 1.224909565287040891e+01 5.100102259309131968e-05
1.424220187028002904e+00 1.288599234469660360e+01 5.096978917867830462e-05
1.421469005150362896e+00 1.363961027754495703e+01 5.094798354255597098e-05
1.398132651125710169e+00 1.272386275996966276e+01 5.093080558455650260e-05
1.282391548532322068e+00 1.205944105726146987e+01 5.095176724392113358e-05
1.482320583162225480e+00 1.323692278078559426e+01 5.094443000963887755e-05
1.516921060263208831e+00 1.342647981173700344e+01 5.091644783206228484e-05
1.418789800287052039e+00 1.393994546721667049e+01 5.089094447052933443e-05
1.355564100786007309e+00 1.339861824835510618e+01 5.087624732344903913e-05
1.551731795906162947e+00 1.358172761935121642e+01 5.085137503677266552e-05
1.142124747668805451e+00 1.183045590476623410e+01 5.084576705912839190e-05
1.309334123748372436e+00 1.269808913800670780e+01 5.081560705040944566e-05
1.678523478045941708e+00 1.527554654094673481e+01 5.079564312715164237e-05
1.143790956418883287e+00 1.179664240198531289e+01 5.075587799548511060e-05
1.217108152532180076e+00 1.194095709201927136e+01 5.073200847229191384e-05
1.509106346535833421e+00 1.426908183170570155e+01 5.068809114236175797e-05
1.607319594400938412e+00 1.443545012025321839e+01 5.069170555825332171e-05
1.288791278640056603e+00 1.245213452031594059e+01 5.064828113021481096e-05
1.327538961605995826e+00 1.300804690472643088e+01 5.064616468204163348e-05
1.491830886009779977e+00 1.394433535476357733e+01 5.063497856461578308e-05
1.254299017937241301e+00 1.197300369245248319e+01 5.064733683235509673e-05
1.430174597165460915e+00 1.351756484840173300e+01 5.060252099912033210e-05
1.403770661064997816e+00 1.392345089638840250e+01 5.057212522809582006e-05
1.463711020872755508e+00 1.303608645435658175e+01 5.057997249392933689e-05
1.352783668596880817e+00 1.196568775009963659e+01 5.056329666883723216e-05
1.599145014389511621e+00 1.477743621914568450e+01 5.053781895140557870e-05
1.529384655932800374e+00 1.387958503035422808e+01 5.050573793084221004e-05
1.475779877442947807e+00 1.416891513007749381e+01 5.060227919268228664e-05
1.232238232434698100e+00 1.297257347808034922e+01 5.059585604774802058e-05
1.521103813286907691e+00 1.469696904049572339e+01 5.054758868516721177e-05
1.312145361585012493e+00 1.234651487301657369e+01 5.054141689899365559e-05
1.399727692260798184e+00 1.382725530520651347e+01 5.053888169200579199e-05
1.408400380874696101e+00 1.295232642601400386e+01 5.059491899964677812e-05
1.552749510048970993e+00 1.400005070320956335e+01 5.054648573671021296e-05
1.422405300282733043e+00 1.275871511470790765e+01 5.049674379612927391e-05
1.355723876295664265e+00 1.344988310487198291e+01 5.045831386472377238e-05
1.447685790387863269e+00 1.397089641418461170e+01 5.042253397727141598e-05
1.332124385219208396e+00 1.317369898245132021e+01 5.046808733378478807e-05
1.416680266185546877e+00 1.289915959630956976e+01 5.047663578952972318e-05
1.350994097123465965e+00 1.261308719754049790e+01 5.045244375268202443e-05
1.672844902377801146e+00 1.437971514912196369e+01 5.042384939353358487e-05
1.189905731426386559e+00 1.150920915147451851e+01 5.039954162888284702e-05
1.407372249901436723e+00 1.289407505282859390e+01 5.037170380741718827e-05
1.294399784169777856e+00 1.241276139507223242e+01 5.034167431470988233e-05
1.267709260331753907e+00 1.166371713551425415e+01 5.030287374925553154e-05
1.361853428861800941e+00 1.321718752093147131e+01 5.027534944003771942e-05
1.469847615214022740e+00 1.413852954027529663e+01 5.022581611555842129e-05
1.348338518717947743e+00 1.234820318875172163e+01 5.017648620312451619e-05
1.500457824433511611e+00 1.475076968046188242e+01 5.014144361827765098e-05
1.255362959023749170e+00 1.185604206401966820e+01 5.011667877109283239e-05
1.390708400111757559e+00 1.280057583619075245e+01 5.009882698041029906e-05
1.345205245702079333e+00 1.244614329018937582e+01 5.004978369471554223e-05
1.486342003752392449e+00 1.323853261668513781e+01 5.007020103651391309e-05
1.195896700892003395e+00 1.162687785855264266e+01 5.005392872794028620e-05
1.502533431917140838e+00 1.371563144725555361e+01 5.002118071926213363e-05
1.350941949156425181e+00 1.303783570719339480e+01 4.997464379486422719e-05
1.448198206133830324e+00 1.275762949566933102e+01 4.999672252850248261e-05
1.311721067742541713e+00 1.241567630936317101e+01 4.996974071285693793e-05
1.380012233015935230e+00 1.279903562471295686e+01 4.994856657386164892e-05
1.366273953547858300e+00 1.266835070768064853e+01 4.993567242687150376e-05
1.637522882945074088e+00 1.441077456223220210e+01 4.989402282064383284e-05
1.313625053424201772e+00 1.178175042661277239e+01 4.986745359241516988e-05
1.507980529573719197e+00 1.378513170017066258e+01 4.983337178678702106e-05
1.298636564029583607e+00 1.218616142281332770e+01 4.979958281694594476e-05
1.424410490132465901e+00 1.413284272047304313e+01 4.977681896833555656e-05
1.508232511663300635e+00 1.397525711275604010e+01 4.977081361734973498e-05
1.511507518347635859e+00 1.349662129386738130e+01 4.972575422398478303e-05
1.124141772803942896e+00 1.088358389452255537e+01 4.970345394620681139e-05
1.623188244781866185e+00 1.524969932479733359e+01 4.968089001674216859e-05
1.518712705213056235e+00 1.403127202755144154e+01 4.965122722303316397e-05
1.299151522132490078e+00 1.261292905416425114e+01 4.961411702316783143e-05
1.449678611226465241e+00 1.412166959681039202e+01 4.956685619618371431e-05
1.465473381323210589e+00 1.373425312831252043e+01 4.952353101304784381e-05
1.352917999051155284e+00 1.263239327100698262e+01 4.951360620596861363e-05
1.348578762062481173e+00 1.237901489089584928e+01 4.947488862486553959e-05
1.626599158372161291e+00 1.423666756556313828e+01 4.943873944519314943e-05
1.483170839996855506e+00 1.282228334369708023e+01 4.939230058269692721e-05
1.294531311618684732e+00 1.304242784744396388e+01 4.937332665620374416e-05
1.344292405203066476e+00 1.316351516495107177e+01 4.939010577316132723e-05
1.521003374952980769e+00 1.370832837634362278e+01 4.935324647651209918e-05
1.740258137166559749e+00 1.532993811601712508e+01 4.935745013647268762e-05
1.569376250014163698e+00 1.507259060536816619e+01 4.934559702777357586e-05
1.498477107239594153e+00 1.383235644094600403e+01 4.930337301189891463e-05
1.581531672112028719e+00 1.504202540572307001e+01 4.937528556587885998e-05
1.492781409227228462e+00 1.412560243986798980e+01 4.934707641111234179e-05
1.407947257361210625e+00 1.336872854174404068e+01 4.932054175828949036e-05
1.491400104770538748e+00 1.356269962961030373e+01 4.928909027029605504e-05
1.230916121476583358e+00 1.196663417775831562e+01 4.928086662445981892e-05
1.440707670996748124e+00 1.413346575642531278e+01 4.923615406789951172e-05
1.616356895268955540e+00 1.422197724462071733e+01 4.921351764834353318e-05
1.337483106259886867e+00 1.229999436643065280e+01 4.916510988618118298e-05
1.495426331378030493e+00 1.358637752390702857e+01 4.911783336162302011e-05
1.072394121450722659e+00 1.073655013676966163e+01 4.911902455710973840e-05
1.419822017624593924e+00 1.367672684408588779e+01 4.915629699203959867e-05
1.246510600735624585e+00 1.218732991615950212e+01 4.912249580586878827e-05
1.464771960705414378e+00 1.446727086149174468e+01 4.908619140955808194e-05
1.455108582575918241e+00 1.314967678571926513e+01 4.903995268938820320e-05
1.561275690659486237e+00 1.434484155674537220e+01 4.906859280141251628e-05
1.598871914415133322e+00 1.446519006807305985e+01 4.904156929665057240e-05
1.574258825369604597e+00 1.409057544405617080e+01 4.904751697250853680e-05
1.396053260471228574e+00 1.382914877143874577e+01 4.902166979569407750e-05
1.409937545148989280e+00 1.314437401296540742e+01 4.898438177404821730e-05
1.484331575829323846e+00 1.325673879196124716e+01 4.894852410680555527e-05
1.482950745815528881e+00 1.384220230663775553e+01 4.892214671100679756e-05
1.310462233613980620e+00 1.242736668502015362e+01 4.893526491743569704e-05
1.460335873975547871e+00 1.363406990325027124e+01 4.889045558337336202e-05
1.355558119447884513e+00 1.259936079786874075e+01 4.884633052246167422e-05
1.239594520765778585e+00 1.179970913209914229e+01 4.885997687841186972e-05
1.396003674029556496e+00 1.283434203144315333e+01 4.883972966721346191e-05
1.261538710892558424e+00 1.222460591737999458e+01 4.885275636187333295e-05
1.263325451902022500e+00 1.153060250974361622e+01 4.884672684629474672e-05
1.520409424551293576e+00 1.375758895085965605e+01 4.880046955827573935e-05
1.324077601965058637e+00 1.206732439673724855e+01 4.879911749137531699e-05
1.314472046962807061e+00 1.285471635486204534e+01 4.876216716732754557e-05
1.123602916104021965e+00 1.104777198166221019e+01 4.889124834502732604e-05
1.382888860932177666e+00 1.240431278774603285e+01 4.887304571874137186e-05
1.216823499740633530e+00 1.219843465563184104e+01 4.887642278715275806e-05
1.516876581275607094e+00 1.356922370670974587e+01 4.883309994471282976e-05
1.382053699879999042e+00 1.325625270627908847e+01 4.882128597320811882e-05
1.565044514406544796e+00 1.432418500172062892e+01 4.884743360102494628e-05
1.352831834862994187e+00 1.281082634187582769e+01 4.879877586391481129e-05
1.494051980142024894e+00 1.408873955756981644e+01 4.875212537223539685e-05
1.237217111531618841e+00 1.233899551617700752e+01 4.870697988709138734e-05
1.481600475716348120e+00 1.417040484425162816e+01 4.870120964237720213e-05
1.423646782108897391e+00 1.362678246707522334e+01 4.866907730107273319e-05
1.318722014780271401e+00 1.298356043149570382e+01 4.862121315348272597e-05
1.339655274892849857e+00 1.276762573727181049e+01 4.861903827723818028e-05
1.246769454633764873e+00 1.167141003242406505e+01 4.858948121870772973e-05
1.380363514191183638e+00 1.291172260947576689e+01 4.855335003030769088e-05
1.264928596078430667e+00 1.189506655394672308e+01 4.854046636789085861e-05
1.326064548054670889e+00 1.286249542899176745e+01 4.850600607583356128e-05
1.268246811768981130e+00 1.251591037561329500e+01 4.851595659477842503e-05
1.298745858818084908e+00 1.318517701658550223e+01 4.850717535229019168e-05
1.425823936172208484e+00 1.330068383168858048e+01 4.847964526484664231e-05
1.537844851753976894e+00 1.348130024869460186e+01 4.843905820240632923e-05
1.369649711044368390e+00 1.257340952215341190e+01 4.842587197496081504e-05
1.295329813408224062e+00 1.295176592066873766e+01 4.840379098177690709e-05
1.341291629526208729e+00 1.235874467243056429e+01 4.837870311666871864e-05
1.525339805539478011e+00 1.419082034681695248e+01 4.836153192151552147e-05
1.473740122906975758e+00 1.350835012155841852e+01 4.832555685082141721e-05
1.681531000012545851e+00 1.589628483410373860e+01 4.829487082012984793e-05
1.329970752892367880e+00 1.229462179986638404e+01 4.824916738888079007e-05
1.454656863741448980e+00 1.373191446969242335e+01 4.820317663273551630e-05
1.345842813969071905e+00 1.258745046258532341e+01 4.819008125145677300e-05
1.393209183363992798e+00 1.380350351651442153e+01 4.816632616220915169e-05
1.355582918814172366e+00 1.310588527477848686e+01 4.812558370817526408e-05
1.348379467499520423e+00 1.247478637956364267e+01 4.812794959115917912e-05
1.375253714082420364e+00 1.249801970205206558e+01 4.809168008322772027e-05
1.546250490537062872e+00 1.376651814748949221e+01 4.806858555723438845e-05
1.269784430736132341e+00 1.187016094462750893e+01 4.806455483321332153e-05
1.447538491033360630e+00 1.333960402198579942e+01 4.803195040942000236e-05
1.410677152843670568e+00 1.368396026856765246e+01 4.800680132101821466e-05
1.510945044565856543e+00 1.446040750304409883e+01 4.796278116328380397e-05
1.524839830444206124e+00 1.373675903766873674e+01 4.792626361518472302e-05
1.487441555563939311e+00 1.329844181351213450e+01 4.791579769942389488e-05
1.449329274559790104e+00 1.349586644436243787e+01 4.787761553954388515e-05
1.567192195273845012e+00 1.378544741955346353e+01 4.785234121454391275e-05
1.462835492683483007e+00 1.331120448895408259e+01 4.782424326243663775e-05
1.222333302109706477e+00 1.192988477581990736e+01 4.778649671997436938e-05
1.321997125324747557e+00 1.260694271703297176e+01 4.775580709970414002e-05
1.360437405003715128e+00 1.276622946622395816e+01 4.778434040638222899e-05
1.172056145407867511e+00 1.180474269268625775e+01 4.773971555273356628e-05
1.417589629214403235e+00 1.404367168284134593e+01 4.771083250431009960e-05
1.301915477040194391e+00 1.264788608640296630e+01 4.766788171576598760e-05
1.506959727221642842e+00 1.446717936633913837e+01 4.771797088729059106e-05
1.720791874982248615e+00 1.493262336409455671e+01 4.768607015658243132e-05
1.503932421140874443e+00 1.331413214232343023e+01 4.763983990680533575e-05
1.367266786013910274e+00 1.358857755624577734e+01 4.759694129908869953e-05
1.714184092894861511e+00 1.506812411405633512e+01 4.756078627534028602e-05
1.291301306482589561e+00 1.267607954221353594e+01 4.754362105091368754e-05
1.417415012117784201e+00 1.313577145507627719e+01 4.752138750421813383e-05
1.452951202411667975e+00 1.332350579868340645e+01 4.749085706772227498e-05
1.502241283898026580e+00 1.328049574515593889e+01 4.747161643147121591e-05
1.353427923960370594e+00 1.255247162176023679e+01 4.743236663246270038e-05
1.313784206319053016e+00 1.143047451056861519e+01 4.739898622594271803e-05
1.377487197164961596e+00 1.299063189848567035e+01 4.735528913200537566e-05
1.277402027148873964e+00 1.190275159860457421e+01 4.732523733351187754e-05
1.354193169944549746e+00 1.255596470522699093e+01 4.728570315064899247e-05
1.355496233390582672e+00 1.336718434674428480e+01 4.725578254033358585e-05
1.465581771790012588e+00 1.397915500704909419e+01 4.721544770525030164e-05
1.498215620078937604e+00 1.374478221196087091e+01 4.716998524929171986e-05
1.381379095107266197e+00 1.349193595134346069e+01 4.714148830799462004e-05
1.144912948708775025e+00 1.185858307022233049e+01 4.713046421895483913e-05
1.546185733977785137e+00 1.439561747305150163e+01 4.711979985192263771e-05
1.236953030419280841e+00 1.186413807595534919e+01 4.714286433616720424e-05
1.256654970438521923e+00 1.308885718156092892e+01 4.709899853970213855e-05
1.503230951842729812e+00 1.306916210600796546e+01 4.705954566549424602e-05
1.476696749939542919e+00 1.354712938525204891e+01 4.705838047838350904e-05
1.469633571425914331e+00 1.340425774123182379e+01 4.707501768734381682e-05
1.320502495535000875e+00 1.346015444159451846e+01 4.705984388549596520e-05
1.402586418447845151e+00 1.279206950135789356e+01 4.703513319974270509e-05
1.308178741827879410e+00 1.278358192531259618e+01 4.698922385126713983e-05
1.398059000945813368e+00 1.393594576036001342e+01 4.698183754330880537e-05
1.326011499855974218e+00 1.289360528284390028e+01 4.696337443757514756e-05
1.273133466944564196e+00 1.154025883233340721e+01 4.693155582068511325e-05
1.393686043353722148e+00 1.298383047886665054e+01 4.689031053368030615e-05
1.313377171243565567e+00 1.211509223132885893e+01 4.688711667376170984e-05
1.309818439087636621e+00 1.251113391313995393e+01 4.686895759864201648e-05
1.329800369018279582e+00 1.203447936748427338e+01 4.683586890179551354e-05
1.387348607383414034e+00 1.299626288239219463e+01 4.681198195565569321e-05
1.158203315130969413e+00 1.198891020078628245e+01 4.677288355412478080e-05
1.418249765876447910e+00 1.238675291181559857e+01 4.673556119973581730e-05
1.253365325059849322e+00 1.271503707229375735e+01 4.669581101314598977e-05
1.462419172562344993e+00 1.391463047111276552e+01 4.677001759383500682e-05
1.391083821251124286e+00 1.395883921698991514e+01 4.674255748913665583e-05
1.498764084386711604e+00 1.397582587462407133e+01 4.671398387960433934e-05
1.310196345356510861e+00 1.207921839308726852e+01 4.666926273154606281e-05
1.328405587411391142e+00 1.257668568548498200e+01 4.662931836572842346e-05
1.694573527322288609e+00 1.458488592761053582e+01 4.664548835731350304e-05
1.372487892485496630e+00 1.311095597528332135e+01 4.661542986666026623e-05
1.372778261177530323e+00 1.372201757174504877e+01 4.660045793476173305e-05
1.637296225986561993e+00 1.473471283164885648e+01 4.656162900073370422e-05
1.328823621479798600e+00 1.219925413506030409e+01 4.652054934301864692e-05
1.302175356249100524e+00 1.251188473588613093e+01 4.648036138687780230e-05
1.307620665631127999e+00 1.304738460824633250e+01 4.646911045836580722e-05
1.421993310095233554e+00 1.355753901563950237e+01 4.644862708423492105e-05
1.421012405185613670e+00 1.288903724068184786e+01 4.643656517122018133e-05
1.386669503293982419e+00 1.374335764353201839e+01 4.651262304648166017e-05
1.573483862509378994e+00 1.378181687366716446e+01 4.649493317612147830e-05
1.463094742028319795e+00 1.307947142970671095e+01 4.646420681883646508e-05
1.323000878937781621e+00 1.240132162056876908e+01 4.649482505780551530e-05
1.331213143184768688e+00 1.264483517220244835e+01 4.647547975458019047e-05
1.269469296831882366e+00 1.216910403639781180e+01 4.649852060390226023e-05
1.390947437530830166e+00 1.315886887429218888e+01 4.647123374408348556e-05
1.257554922421454613e+00 1.184808888811380534e+01 4.648882740727295162e-05
1.150013635903773812e+00 1.084169489359081240e+01 4.655456387620314436e-05
1.432788779222757602e+00 1.351735802233924133e+01 4.654544745679754179e-05
1.393105360080219679e+00 1.259983579841570389e+01 4.651121043601457030e-05
1.439772317196524209e+00 1.378631328466914496e+01 4.647672663693463703e-05
1.372842384694670237e+00 1.215360465973642690e+01 4.644694038906236515e-05
1.486223501980629580e+00 1.455971430929173138e+01 4.642257306394975203e-05
1.249258779646948092e+00 1.215147768748262891e+01 4.639341900806793529e-05
1.243841482879129767e+00 1.233209782218954231e+01 4.635477339659884897e-05
1.452144799114966744e+00 1.340960271373909052e+01 4.633831783216150476e-05
1.358418813506230727e+00 1.333896350911966167e+01 4.630201605267926458e-05
1.311382648065578582e+00 1.239897039635994247e+01 4.631436381526383517e-05
1.440581437275527010e+00 1.414995417076702822e+01 4.627773732450376375e-05
1.513382013424046324e+00 1.397779485591345860e+01 4.626259549417291905e-05
1.486883687615300431e+00 1.449512813335959294e+01 4.621767332717590418e-05
1.306581388712248604e+00 1.253416804915251959e+01 4.619712681546088142e-05
1.587418985827048656e+00 1.492856596255379742e+01 4.634647512196005158e-05
1.297898180064706253e+00 1.286660193571464816e+01 4.633231410339029354e-05
1.311168601935294831e+00 1.258841621753177975e+01 4.631646259097481160e-05
1.189434760290961401e+00 1.124449435577652068e+01 4.627629772141837576e-05
1.173764669336917477e+00 1.199511655883002348e+01 4.624436489693960889e-05
1.266324053321447263e+00 1.286413126426355191e+01 4.623034202183793078e-05
1.535701371607490540e+00 1.387509830121281595e+01 4.618923908783497361e-05
1.380258194947130201e+00 1.289935228132051037e+01 4.615926564718069494e-05
1.213329725696733030e+00 1.206172782167801927e+01 4.612155568693293166e-05
1.417751643963357289e+00 1.261938017678765789e+01 4.611618038473846098e-05
1.212459447208116048e+00 1.154369155858352514e+01 4.614604368364060949e-05
1.546577508128267109e+00 1.431116947125341099e+01 4.610879123479420257e-05
1.365072422445216871e+00 1.305236365418809186e+01 4.618447447105227460e-05
1.204086877208283113e+00 1.154796906613066199e+01 4.614308521590821142e-05
1.566645101349155134e+00 1.359144526366656436e+01 4.612894635557256325e-05
1.362075866315787920e+00 1.230364802029420801e+01 4.609005392475425697e-05
1.597562802494121748e+00 1.415080589626939656e+01 4.605605987308200447e-05
1.471840641103980385e+00 1.349300784233705741e+01 4.603441145249321766e-05
1.539944798119612379e+00 1.396843590803236523e+01 4.600977116150989967e-05
1.627819159610840449e+00 1.490713067767976696e+01 4.598352859539214484e-05
1.673534091194028628e+00 1.467738109243244438e+01 4.596876588428202442e-05
1.418634434566148794e+00 1.319717371256247418e+01 4.594608950354156507e-05
1.299090424411117217e+00 1.243678255314495829e+01 4.591669322049267914e-05
1.552851846642515632e+00 1.339528206567969804e+01 4.588461859896106663e-05
1.300173033709479897e+00 1.204496831664065581e+01 4.585752070500849422e-05
1.309961989663331661e+00 1.257644913690235455e+01 4.583506848573833836e-05
1.345663193214088338e+00 1.219104024395666031e+01 4.580414898498462472e-05
1.426979918304041473e+00 1.323058698235491448e+01 4.576218540780340870e-05
1.504809826744227141e+00 1.374270060573200070e+01 4.574050792005981763e-05
1.571533603578809668e+00 1.428507590994225041e+01 4.572785608645002508e-05
1.370585940684295290e+00 1.254301169642702618e+01 4.568668973311062158e-05
1.566160251940461379e+00 1.494307050244466595e+01 4.569878594239502938e-05
1.484612456269775560e+00 1.366601984841693351e+01 4.574861923518081506e-05
1.314496420746185557e+00 1.295206743332036581e+01 4.571940639525472921e-05
1.558121048809895992e+00 1.378284685659536635e+01 4.567731083965703644e-05
1.380060176896479529e+00 1.290027028079052229e+01 4.567987783984119699e-05
1.295168570697001087e+00 1.235941781377137971e+01 4.563554805308107302e-05
1.348276158965264093e+00 1.249749273622343537e+01 4.559486320805083959e-05
1.410885914852963552e+00 1.291498357063392177e+01 4.557656885532004567e-05
1.272705110152883679e+00 1.199542733747787793e+01 4.555590873677414391e-05
1.372496459477247521e+00 1.284783442529829145e+01 4.552167527017886474e-05
1.241094793541729358e+00 1.250922463348793912e+01 4.547876031095967909e-05
1.369053954555791819e+00 1.233761768449843643e+01 4.546147102077440362e-05
1.254382545332393128e+00 1.264781804187678915e+01 4.544431156550595303e-05
1.447372631024797407e+00 1.296074794695522314e+01 4.540584946381796133e-05
1.482351900728646532e+00 1.391509973525870691e+01 4.536622064710761924e-05
1.485190169066516575e+00 1.410983638996597733e+01 4.534027866487945051e-05
1.435325000434875875e+00 1.378454443228634929e+01 4.539471181505266032e-05
1.334225496081440365e+00 1.298736008120709329e+01 4.538237080976865328e-05
1.353496588686668778e+00 1.391635580813272455e+01 4.534888506128174386e-05
1.509028900613908597e+00 1.398679388846399618e+01 4.535111138716604482e-05
1.217178293500533970e+00 1.178657102787069810e+01 4.538075529293549042e-05
1.318460287646261220e+00 1.250751063214910985e+01 4.536970033797465727e-05
1.346895744370232739e+00 1.297041759195195709e+01 4.534961801988843477e-05
1.348857072557445136e+00 1.183222398966587718e+01 4.533495030112224091e-05
1.318722693690282277e+00 1.269677074347015733e+01 4.528971282099634088e-05
1.407890960176739537e+00 1.271790109511379541e+01 4.524569902641741611e-05
1.464039754438219099e+00 1.374610165829309594e+01 4.522307097373028762e-05
1.259494339095239557e+00 1.221722213482165031e+01 4.518528034514794297e-05
1.310488281068569627e+00 1.264757782955321730e+01 4.515010072918282055e-05
1.253950388499331270e+00 1.256781402428325833e+01 4.511517515419581869e-05
1.597458933514524171e+00 1.414050982193619532e+01 4.508779406610215554e-05
1.233167706165102961e+00 1.265625231458159305e+01 4.508248201312668458e-05
1.283968643961312939e+00 1.215598631270395913e+01 4.504132148169702818e-05
1.412289581322407450e+00 1.268486971980684785e+01 4.500064432572983120e-05
1.621183661088824390e+00 1.427290612458033436e+01 4.499328217736659759e-05
1.432647615364859739e+00 1.372412577959628877e+01 4.495029871178528238e-05
1.285949046788197325e+00 1.237805851702265159e+01 4.492852712551107452e-05
1.407921376927521839e+00 1.368769001803499208e+01 4.495986494537661439e-05
1.500427591363385327e+00 1.380043790644173285e+01 4.492768912330342984e-05
1.232240826079422424e+00 1.232162572166811643e+01 4.488610526577707600e-05
1.573217441490139645e+00 1.415186090949587339e+01 4.486903744577874385e-05
1.308148649599068847e+00 1.273247720228025059e+01 4.482813530227083691e-05
1.402328731168411169e+00 1.313536185028719672e+01 4.480403151715676362e-05
1.366701721195038077e+00 1.244124129906984422e+01 4.476014301195284400e-05
1.389093756181017714e+00 1.268302120643997810e+01 4.473363566574930638e-05
1.312231922660775041e+00 1.214391433651509011e+01 4.471199129006193695e-05
1.441928596362243464e+00 1.349775134716762892e+01 4.467627279043010733e-05
1.444609327719753367e+00 1.452262379881782195e+01 4.463542224558025878e-05
1.575132190430599710e+00 1.393523562038322439e+01 4.461150122634793965e-05
1.266603929658164152e+00 1.236097887050505051e+01 4.464356876317160302e-05
1.249544924469867535e+00 1.203810604731817335e+01 4.468466545141986008e-05
1.543403642403462506e+00 1.453534012603038761e+01 4.465985875456972710e-05
1.261293815660973650e+00 1.157074383255956818e+01 4.466148683420223542e-05
1.400794565143229864e+00 1.310076970943374164e+01 4.463679318280206328e-05
1.109911495406682658e+00 1.115234060646323400e+01 4.461482133074944821e-05
1.343232292650041071e+00 1.267213119039022118e+01 4.457100063245033396e-05
1.495645570480465647e+00 1.363449382531774035e+01 4.458845684360376627e-05
1.398123802347325029e+00 1.361230915900301142e+01 4.455933571859648884e-05
1.311955274359567492e+00 1.244615298642726131e+01 4.455507568127927342e-05
1.390824866648028069e+00 1.290885061402494216e+01 4.459017005683695093e-05
1.525714616424179271e+00 1.345561538435904581e+01 4.454672123640671501e-05
1.382282581803156107e+00 1.248811805681893006e+01 4.451163120373543956e-05
1.646623349832622596e+00 1.467406579895592245e+01 4.446767784430928730e-05
1.518050035822756438e+00 1.407372057204985083e+01 4.442995971070608539e-05
1.328846029507281479e+00 1.252395147084445881e+01 4.441556147778628324e-05
1.421905659877993555e+00 1.307888808819109627e+01 4.438794928782650130e-05
1.176571120725165898e+00 1.176497500870528512e+01 4.434773758551846046e-05
1.310410512131690242e+00 1.242340046743140647e+01 4.430606223797611755e-05
1.738035897208171754e+00 1.509646091270296964e+01 4.430231200198925739e-05
1.184256790182109054e+00 1.208863279540228675e+01 4.429271467141136732e-05
1.349061192677408316e+00 1.355879817198623272e+01 4.435692220040723873e-05
1.504761910390890467e+00 1.489354620176018074e+01 4.434577442468200492e-05
1.232627661808804787e+00 1.279506989514799287e+01 4.431423526831722109e-05
1.280191452690988996e+00 1.288258890247038124e+01 4.428056959384965552e-05
1.241150436308043670e+00 1.177635407021596947e+01 4.426430338998310052e-05
1.384375573879689014e+00 1.335138866978763161e+01 4.426219294015736489e-05
1.413263155621345746e+00 1.264507733609762852e+01 4.424482137641915587e-05
1.455317150193425224e+00 1.330932199670308336e+01 4.422286968450375196e-05
1.569349076619250383e+00 1.493065717473019305e+01 4.422065393391613183e-05
1.288140276514600835e+00 1.237263279913241476e+01 4.418640403073248164e-05
1.285835447707525558e+00 1.260859744827624596e+01 4.415823158658937586e-05
1.496275538854514586e+00 1.366383637902295689e+01 4.412110455018053142e-05
1.377878501749190354e+00 1.349844411652886933e+01 4.408974653916023347e-05
1.613552007763143781e+00 1.468537569542801435e+01 4.407943567225490776e-05
1.231190228964485600e+00 1.279925102965649586e+01 4.405932706847772199e-05
1.354484740145944333e+00 1.310845307696461148e+01 4.404791063870391611e-05
1.482122449192170954e+00 1.330430590337815389e+01 4.400449486978752397e-05
1.430479579764761588e+00 1.411814953904946890e+01 4.396925746753338948e-05
1.396286897826520823e+00 1.384321763161178254e+01 4.398873804813797179e-05
1.412996144871894177e+00 1.361835680433967966e+01 4.396135437239135702e-05
1.271173576714266673e+00 1.198598354836263624e+01 4.399879081346222848e-05
1.654932296749419773e+00 1.448221393431581205e+01 4.400613624041734977e-05
1.485368767225412334e+00 1.392201086995846993e+01 4.396424914743756585e-05
1.556278736652615846e+00 1.415785574479905051e+01 4.397012441739359096e-05
1.521220503889832543e+00 1.455499413546830567e+01 4.394309374827746095e-05
1.489797153751385217e+00 1.390277404033450992e+01 4.392720266619543876e-05
1.243436333496396484e+00 1.209806441810458466e+01 4.393319135766261319e-05
1.387318734854953384e+00 1.271122553443166936e+01 4.389649301735543043e-05
1.420273288840680159e+00 1.365996290204230945e+01 4.387522705473473052e-05
1.456536846742062741e+00 1.339318640943998417e+01 4.384614677499403451e-05
1.585981927809319902e+00 1.442311577673985923e+01 4.380529217789537439e-05
1.401079312059591686e+00 1.308435067759182857e+01 4.384650380689859763e-05
1.290639808345372508e+00 1.255635560640070025e+01 4.381275512835555638e-05
1.382384384308592340e+00 1.282800749510384719e+01 4.377929172159612082e-05
1.355746961397260808e+00 1.224557887285664748e+01 4.373785089642210012e-05
1.318945684875516111e+00 1.208477495163290527e+01 4.369925814920003773e-05
1.346008033071792509e+00 1.278947776876810138e+01 4.368689914601060504e-05
1.628830146110076260e+00 1.430431364041535147e+01 4.365648536181426049e-05
1.625501501452056186e+00 1.468307065486124330e+01 4.361588647670364968e-05
1.281941356756007622e+00 1.258203739920411479e+01 4.357315263915407410e-05
1.543198085809716735e+00 1.403946795650757196e+01 4.353033837565765138e-05
